x,t,h
-6.381909547738693345e-01,0.000000000000000000e+00,3.103329837322235107e-01
-6.281407035175878839e-01,0.000000000000000000e+00,2.839536368846893311e-01
-6.180904522613065444e-01,0.000000000000000000e+00,2.578168213367462158e-01
-6.080402010050250938e-01,0.000000000000000000e+00,2.320464551448822021e-01
-5.979899497487437543e-01,0.000000000000000000e+00,2.067454755306243896e-01
-5.879396984924623037e-01,0.000000000000000000e+00,1.820019781589508057e-01
-5.778894472361808532e-01,0.000000000000000000e+00,1.578930318355560303e-01
-5.678391959798995137e-01,0.000000000000000000e+00,1.344861090183258057e-01
-5.577889447236180631e-01,0.000000000000000000e+00,1.118471920490264893e-01
-5.477386934673367236e-01,0.000000000000000000e+00,9.004244208335876465e-02
-5.376884422110552730e-01,0.000000000000000000e+00,6.914445757865905762e-02
-5.276381909547738225e-01,0.000000000000000000e+00,4.923113808035850525e-02
-5.175879396984924830e-01,0.000000000000000000e+00,3.038689121603965759e-02
-5.075376884422110324e-01,0.000000000000000000e+00,1.269975025206804276e-02
-4.974874371859296929e-01,0.000000000000000000e+00,-3.744635032489895821e-03
-4.874371859296482423e-01,0.000000000000000000e+00,-1.887026801705360413e-02
-4.773869346733667918e-01,0.000000000000000000e+00,-3.261736407876014709e-02
-4.673366834170854522e-01,0.000000000000000000e+00,-4.495010152459144592e-02
-4.572864321608040017e-01,0.000000000000000000e+00,-5.585959926247596741e-02
-4.472361809045225511e-01,0.000000000000000000e+00,-6.536641716957092285e-02
-4.371859296482412116e-01,0.000000000000000000e+00,-7.351592183113098145e-02
-4.271356783919597611e-01,0.000000000000000000e+00,-8.037558197975158691e-02
-4.170854271356784215e-01,0.000000000000000000e+00,-8.602371811866760254e-02
-4.070351758793969710e-01,0.000000000000000000e+00,-9.054723381996154785e-02
-3.969849246231155204e-01,0.000000000000000000e+00,-9.403136372566223145e-02
-3.869346733668341809e-01,0.000000000000000000e+00,-9.655550122261047363e-02
-3.768844221105527303e-01,0.000000000000000000e+00,-9.819039702415466309e-02
-3.668341708542713908e-01,0.000000000000000000e+00,-9.899678826332092285e-02
-3.567839195979899403e-01,0.000000000000000000e+00,-9.902474284172058105e-02
-3.467336683417084897e-01,0.000000000000000000e+00,-9.831830859184265137e-02
-3.366834170854271502e-01,0.000000000000000000e+00,-9.691563248634338379e-02
-3.266331658291456996e-01,0.000000000000000000e+00,-9.485384821891784668e-02
-3.165829145728643601e-01,0.000000000000000000e+00,-9.217289090156555176e-02
-3.065326633165829096e-01,0.000000000000000000e+00,-8.891823887825012207e-02
-2.964824120603014590e-01,0.000000000000000000e+00,-8.514389395713806152e-02
-2.864321608040201195e-01,0.000000000000000000e+00,-8.091202378273010254e-02
-2.763819095477386689e-01,0.000000000000000000e+00,-7.629349827766418457e-02
-2.663316582914573294e-01,0.000000000000000000e+00,-7.136753201484680176e-02
-2.562814070351758788e-01,0.000000000000000000e+00,-6.621649861335754395e-02
-2.462311557788944283e-01,0.000000000000000000e+00,-6.092575564980506897e-02
-2.361809045226130888e-01,0.000000000000000000e+00,-5.558172240853309631e-02
-2.261306532663316382e-01,0.000000000000000000e+00,-5.026772990822792053e-02
-2.160804020100501877e-01,0.000000000000000000e+00,-4.506567493081092834e-02
-2.060301507537688481e-01,0.000000000000000000e+00,-4.004922881722450256e-02
-1.959798994974873976e-01,0.000000000000000000e+00,-3.528550639748573303e-02
-1.859296482412060580e-01,0.000000000000000000e+00,-3.082910552620887756e-02
-1.758793969849246075e-01,0.000000000000000000e+00,-2.672055736184120178e-02
-1.658291457286431569e-01,0.000000000000000000e+00,-2.298525348305702209e-02
-1.557788944723618174e-01,0.000000000000000000e+00,-1.963308826088905334e-02
-1.457286432160803669e-01,0.000000000000000000e+00,-1.665965095162391663e-02
-1.356783919597990273e-01,0.000000000000000000e+00,-1.405099313706159592e-02
-1.256281407035175768e-01,0.000000000000000000e+00,-1.178339403122663498e-02
-1.155778894472361262e-01,0.000000000000000000e+00,-9.828600101172924042e-03
-1.055276381909547867e-01,0.000000000000000000e+00,-8.155855350196361542e-03
-9.547738693467333615e-02,0.000000000000000000e+00,-6.731900386512279510e-03
-8.542713567839199662e-02,0.000000000000000000e+00,-5.525860004127025604e-03
-7.537688442211054607e-02,0.000000000000000000e+00,-4.506620578467845917e-03
-6.532663316582909552e-02,0.000000000000000000e+00,-3.645810531452298164e-03
-5.527638190954775599e-02,0.000000000000000000e+00,-2.916249679401516914e-03
-4.522613065326630544e-02,0.000000000000000000e+00,-2.294096397235989571e-03
-3.517587939698496591e-02,0.000000000000000000e+00,-1.755628036335110664e-03
-2.512562814070351536e-02,0.000000000000000000e+00,-1.280340598896145821e-03
-1.507537688442206480e-02,0.000000000000000000e+00,-8.482069242745637894e-04
-5.025125628140725276e-03,0.000000000000000000e+00,-4.397958982735872269e-04
5.025125628140614253e-03,0.000000000000000000e+00,-3.722612746059894562e-05
1.507537688442206480e-02,0.000000000000000000e+00,3.779798280447721481e-04
2.512562814070351536e-02,0.000000000000000000e+00,8.239417802542448044e-04
3.517587939698496591e-02,0.000000000000000000e+00,1.319256378337740898e-03
4.522613065326641646e-02,0.000000000000000000e+00,1.884069992229342461e-03
5.527638190954764497e-02,0.000000000000000000e+00,2.538290573284029961e-03
6.532663316582909552e-02,0.000000000000000000e+00,3.303733421489596367e-03
7.537688442211054607e-02,0.000000000000000000e+00,4.204240627586841583e-03
8.542713567839199662e-02,0.000000000000000000e+00,5.265203304588794708e-03
9.547738693467344717e-02,0.000000000000000000e+00,6.513086147606372833e-03
1.055276381909548977e-01,0.000000000000000000e+00,7.976499386131763458e-03
1.155778894472361262e-01,0.000000000000000000e+00,9.685602970421314240e-03
1.256281407035175768e-01,0.000000000000000000e+00,1.167055685073137283e-02
1.356783919597990273e-01,0.000000000000000000e+00,1.396211702376604080e-02
1.457286432160804779e-01,0.000000000000000000e+00,1.658841595053672791e-02
1.557788944723619284e-01,0.000000000000000000e+00,1.957329735159873962e-02
1.658291457286431569e-01,0.000000000000000000e+00,2.293511852622032166e-02
1.758793969849246075e-01,0.000000000000000000e+00,2.667924389243125916e-02
1.859296482412060580e-01,0.000000000000000000e+00,3.080007061362266541e-02
1.959798994974875086e-01,0.000000000000000000e+00,3.527351841330528259e-02
2.060301507537689591e-01,0.000000000000000000e+00,4.005750641226768494e-02
2.160804020100501877e-01,0.000000000000000000e+00,4.509219154715538025e-02
2.261306532663316382e-01,0.000000000000000000e+00,5.030247196555137634e-02
2.361809045226130888e-01,0.000000000000000000e+00,5.560275539755821228e-02
2.462311557788945393e-01,0.000000000000000000e+00,6.090315803885459900e-02
2.562814070351759899e-01,0.000000000000000000e+00,6.611511111259460449e-02
2.663316582914572184e-01,0.000000000000000000e+00,7.115671038627624512e-02
2.763819095477386689e-01,0.000000000000000000e+00,7.595655322074890137e-02
2.864321608040201195e-01,0.000000000000000000e+00,8.045080304145812988e-02
2.964824120603015700e-01,0.000000000000000000e+00,8.458688855171203613e-02
3.065326633165830206e-01,0.000000000000000000e+00,8.831664919853210449e-02
3.165829145728642491e-01,0.000000000000000000e+00,9.159353375434875488e-02
3.266331658291456996e-01,0.000000000000000000e+00,9.437146782875061035e-02
3.366834170854271502e-01,0.000000000000000000e+00,9.659913182258605957e-02
3.467336683417086007e-01,0.000000000000000000e+00,9.821823239326477051e-02
3.567839195979900513e-01,0.000000000000000000e+00,9.916433691978454590e-02
3.668341708542712798e-01,0.000000000000000000e+00,9.936484694480895996e-02
3.768844221105527303e-01,0.000000000000000000e+00,9.874209761619567871e-02
3.869346733668341809e-01,0.000000000000000000e+00,9.721443057060241699e-02
3.969849246231156314e-01,0.000000000000000000e+00,9.470024704933166504e-02
4.070351758793970820e-01,0.000000000000000000e+00,9.112122654914855957e-02
4.170854271356783105e-01,0.000000000000000000e+00,8.640483021736145020e-02
4.271356783919597611e-01,0.000000000000000000e+00,8.048942685127258301e-02
4.371859296482412116e-01,0.000000000000000000e+00,7.332476973533630371e-02
4.472361809045226622e-01,0.000000000000000000e+00,6.487438082695007324e-02
4.572864321608041127e-01,0.000000000000000000e+00,5.511626228690147400e-02
4.673366834170853412e-01,0.000000000000000000e+00,4.404267296195030212e-02
4.773869346733667918e-01,0.000000000000000000e+00,3.165807947516441345e-02
4.874371859296482423e-01,0.000000000000000000e+00,1.797768101096153259e-02
4.974874371859296929e-01,0.000000000000000000e+00,3.026631427928805351e-03
5.075376884422111434e-01,0.000000000000000000e+00,-1.316419523209333420e-02
5.175879396984925940e-01,0.000000000000000000e+00,-3.055701032280921936e-02
5.276381909547738225e-01,0.000000000000000000e+00,-4.911175742745399475e-02
5.376884422110552730e-01,0.000000000000000000e+00,-6.878212094306945801e-02
5.477386934673367236e-01,0.000000000000000000e+00,-8.951929211616516113e-02
5.577889447236181741e-01,0.000000000000000000e+00,-1.112675964832305908e-01
5.678391959798996247e-01,0.000000000000000000e+00,-1.339649260044097900e-01
5.778894472361808532e-01,0.000000000000000000e+00,-1.575404703617095947e-01
5.879396984924623037e-01,0.000000000000000000e+00,-1.819119155406951904e-01
5.979899497487437543e-01,0.000000000000000000e+00,-2.069828212261199951e-01
6.080402010050252049e-01,0.000000000000000000e+00,-2.326404154300689697e-01
6.180904522613066554e-01,0.000000000000000000e+00,-2.587544023990631104e-01
6.281407035175878839e-01,0.000000000000000000e+00,-2.851754724979400635e-01
6.381909547738693345e-01,0.000000000000000000e+00,-3.117365539073944092e-01
6.482412060301507850e-01,0.000000000000000000e+00,-3.382588326930999756e-01
6.582914572864322356e-01,0.000000000000000000e+00,-3.645518124103546143e-01
6.683417085427136861e-01,0.000000000000000000e+00,-3.904242515563964844e-01
6.783919597989949146e-01,0.000000000000000000e+00,-4.156860411167144775e-01
6.884422110552763652e-01,0.000000000000000000e+00,-4.401532113552093506e-01
6.984924623115578157e-01,0.000000000000000000e+00,-4.636479318141937256e-01
7.085427135678392663e-01,0.000000000000000000e+00,-4.859997928142547607e-01
7.185929648241207168e-01,0.000000000000000000e+00,-5.070419311523437500e-01
7.286432160804019453e-01,0.000000000000000000e+00,-5.266082286834716797e-01
7.386934673366833959e-01,0.000000000000000000e+00,-5.445317625999450684e-01
7.487437185929648464e-01,0.000000000000000000e+00,-5.606418251991271973e-01
7.587939698492462970e-01,0.000000000000000000e+00,-5.747650265693664551e-01
7.688442211055277475e-01,0.000000000000000000e+00,-5.867277383804321289e-01
7.788944723618089760e-01,0.000000000000000000e+00,-5.963566303253173828e-01
7.889447236180904266e-01,0.000000000000000000e+00,-6.034809947013854980e-01
7.989949748743718771e-01,0.000000000000000000e+00,-6.079365611076354980e-01
8.090452261306533277e-01,0.000000000000000000e+00,-6.095646023750305176e-01
8.190954773869347783e-01,0.000000000000000000e+00,-6.082121729850769043e-01
8.291457286432160068e-01,0.000000000000000000e+00,-6.037343740463256836e-01
8.391959798994974573e-01,0.000000000000000000e+00,-5.959941744804382324e-01
8.492462311557789079e-01,0.000000000000000000e+00,-5.848651528358459473e-01
8.592964824120603584e-01,0.000000000000000000e+00,-5.702375173568725586e-01
8.693467336683418090e-01,0.000000000000000000e+00,-5.520222783088684082e-01
8.793969849246230375e-01,0.000000000000000000e+00,-5.301614403724670410e-01
8.894472361809044880e-01,0.000000000000000000e+00,-5.046296715736389160e-01
8.994974874371859386e-01,0.000000000000000000e+00,-4.754363596439361572e-01
9.095477386934673891e-01,0.000000000000000000e+00,-4.426207542419433594e-01
9.195979899497488397e-01,0.000000000000000000e+00,-4.062404036521911621e-01
9.296482412060300682e-01,0.000000000000000000e+00,-3.663600385189056396e-01
9.396984924623115187e-01,0.000000000000000000e+00,-3.230419456958770752e-01
9.497487437185929693e-01,0.000000000000000000e+00,-2.763495147228240967e-01
9.597989949748744198e-01,0.000000000000000000e+00,-2.263616025447845459e-01
9.698492462311558704e-01,0.000000000000000000e+00,-1.731997430324554443e-01
9.798994974874373209e-01,0.000000000000000000e+00,-1.170596182346343994e-01
9.899497487437185494e-01,0.000000000000000000e+00,-5.824092403054237366e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.835956169292330742e-03
-1.000000000000000000e+00,1.000000000000000021e-02,-4.333585966378450394e-04
-9.899497487437185494e-01,1.000000000000000021e-02,6.248399242758750916e-02
-9.798994974874372099e-01,1.000000000000000021e-02,1.227695643901824951e-01
-9.698492462311557594e-01,1.000000000000000021e-02,1.801159083843231201e-01
-9.597989949748744198e-01,1.000000000000000021e-02,2.344504296779632568e-01
-9.497487437185929693e-01,1.000000000000000021e-02,2.857848107814788818e-01
-9.396984924623115187e-01,1.000000000000000021e-02,3.340949714183807373e-01
-9.296482412060301792e-01,1.000000000000000021e-02,3.792518079280853271e-01
-9.195979899497487287e-01,1.000000000000000021e-02,4.210121333599090576e-01
-9.095477386934673891e-01,1.000000000000000021e-02,4.590723216533660889e-01
-8.994974874371859386e-01,1.000000000000000021e-02,4.931426942348480225e-01
-8.894472361809044880e-01,1.000000000000000021e-02,5.230254530906677246e-01
-8.793969849246231485e-01,1.000000000000000021e-02,5.486600995063781738e-01
-8.693467336683416979e-01,1.000000000000000021e-02,5.701234936714172363e-01
-8.592964824120603584e-01,1.000000000000000021e-02,5.876006484031677246e-01
-8.492462311557789079e-01,1.000000000000000021e-02,6.013385057449340820e-01
-8.391959798994974573e-01,1.000000000000000021e-02,6.116027235984802246e-01
-8.291457286432161178e-01,1.000000000000000021e-02,6.186422109603881836e-01
-8.190954773869346672e-01,1.000000000000000021e-02,6.226748824119567871e-01
-8.090452261306533277e-01,1.000000000000000021e-02,6.238735318183898926e-01
-7.989949748743718771e-01,1.000000000000000021e-02,6.223722696304321289e-01
-7.889447236180904266e-01,1.000000000000000021e-02,6.182722449302673340e-01
-7.788944723618089760e-01,1.000000000000000021e-02,6.116514801979064941e-01
-7.688442211055276365e-01,1.000000000000000021e-02,6.025782823562622070e-01
-7.587939698492462970e-01,1.000000000000000021e-02,5.911216139793395996e-01
-7.487437185929648464e-01,1.000000000000000021e-02,5.773629546165466309e-01
-7.386934673366833959e-01,1.000000000000000021e-02,5.614048838615417480e-01
-7.286432160804019453e-01,1.000000000000000021e-02,5.433790087699890137e-01
-7.185929648241206058e-01,1.000000000000000021e-02,5.234471559524536133e-01
-7.085427135678392663e-01,1.000000000000000021e-02,5.018025040626525879e-01
-6.984924623115578157e-01,1.000000000000000021e-02,4.786625802516937256e-01
-6.884422110552763652e-01,1.000000000000000021e-02,4.542627036571502686e-01
-6.783919597989949146e-01,1.000000000000000021e-02,4.288460910320281982e-01
-6.683417085427135751e-01,1.000000000000000021e-02,4.026554524898529053e-01
-6.582914572864322356e-01,1.000000000000000021e-02,3.759223520755767822e-01
-6.482412060301507850e-01,1.000000000000000021e-02,3.488632142543792725e-01
-6.381909547738693345e-01,1.000000000000000021e-02,3.216745555400848389e-01
-6.281407035175878839e-01,1.000000000000000021e-02,2.945298850536346436e-01
-6.180904522613065444e-01,1.000000000000000021e-02,2.675823271274566650e-01
-6.080402010050250938e-01,1.000000000000000021e-02,2.409623563289642334e-01
-5.979899497487437543e-01,1.000000000000000021e-02,2.147836387157440186e-01
-5.879396984924623037e-01,1.000000000000000021e-02,1.891434490680694580e-01
-5.778894472361808532e-01,1.000000000000000021e-02,1.641280353069305420e-01
-5.678391959798995137e-01,1.000000000000000021e-02,1.398148834705352783e-01
-5.577889447236180631e-01,1.000000000000000021e-02,1.162808835506439209e-01
-5.477386934673367236e-01,1.000000000000000021e-02,9.360083937644958496e-02
-5.376884422110552730e-01,1.000000000000000021e-02,7.185623049736022949e-02
-5.276381909547738225e-01,1.000000000000000021e-02,5.113336071372032166e-02
-5.175879396984924830e-01,1.000000000000000021e-02,3.152295574545860291e-02
-5.075376884422110324e-01,1.000000000000000021e-02,1.311936695128679276e-02
-4.974874371859296929e-01,1.000000000000000021e-02,-3.987642936408519745e-03
-4.874371859296482423e-01,1.000000000000000021e-02,-1.971754804253578186e-02
-4.773869346733667918e-01,1.000000000000000021e-02,-3.400996699929237366e-02
-4.673366834170854522e-01,1.000000000000000021e-02,-4.682758823037147522e-02
-4.572864321608040017e-01,1.000000000000000021e-02,-5.816290155053138733e-02
-4.472361809045225511e-01,1.000000000000000021e-02,-6.803813576698303223e-02
-4.371859296482412116e-01,1.000000000000000021e-02,-7.650211453437805176e-02
-4.271356783919597611e-01,1.000000000000000021e-02,-8.362433314323425293e-02
-4.170854271356784215e-01,1.000000000000000021e-02,-8.948919177055358887e-02
-4.070351758793969710e-01,1.000000000000000021e-02,-9.418669342994689941e-02
-3.969849246231155204e-01,1.000000000000000021e-02,-9.780564904212951660e-02
-3.869346733668341809e-01,1.000000000000000021e-02,-1.004288494586944580e-01
-3.768844221105527303e-01,1.000000000000000021e-02,-1.021302044391632080e-01
-3.668341708542713908e-01,1.000000000000000021e-02,-1.029725372791290283e-01
-3.567839195979899403e-01,1.000000000000000021e-02,-1.030080616474151611e-01
-3.467336683417084897e-01,1.000000000000000021e-02,-1.022805273532867432e-01
-3.366834170854271502e-01,1.000000000000000021e-02,-1.008290350437164307e-01
-3.266331658291456996e-01,1.000000000000000021e-02,-9.869197010993957520e-02
-3.165829145728643601e-01,1.000000000000000021e-02,-9.590914845466613770e-02
-3.065326633165829096e-01,1.000000000000000021e-02,-9.252706170082092285e-02
-2.964824120603014590e-01,1.000000000000000021e-02,-8.860090374946594238e-02
-2.864321608040201195e-01,1.000000000000000021e-02,-8.419576287269592285e-02
-2.763819095477386689e-01,1.000000000000000021e-02,-7.938519120216369629e-02
-2.663316582914573294e-01,1.000000000000000021e-02,-7.425144314765930176e-02
-2.562814070351758788e-01,1.000000000000000021e-02,-6.888154149055480957e-02
-2.462311557788944283e-01,1.000000000000000021e-02,-6.336596608161926270e-02
-2.361809045226130888e-01,1.000000000000000021e-02,-5.779531970620155334e-02
-2.261306532663316382e-01,1.000000000000000021e-02,-5.225828662514686584e-02
-2.160804020100501877e-01,1.000000000000000021e-02,-4.684010520577430725e-02
-2.060301507537688481e-01,1.000000000000000021e-02,-4.161933436989784241e-02
-1.959798994974873976e-01,1.000000000000000021e-02,-3.666583076119422913e-02
-1.859296482412060580e-01,1.000000000000000021e-02,-3.203550353646278381e-02
-1.758793969849246075e-01,1.000000000000000021e-02,-2.777079120278358459e-02
-1.658291457286431569e-01,1.000000000000000021e-02,-2.389684692025184631e-02
-1.557788944723618174e-01,1.000000000000000021e-02,-2.042273059487342834e-02
-1.457286432160803669e-01,1.000000000000000021e-02,-1.734355464577674866e-02
-1.356783919597990273e-01,1.000000000000000021e-02,-1.464370172470808029e-02
-1.256281407035175768e-01,1.000000000000000021e-02,-1.229730527848005295e-02
-1.155778894472361262e-01,1.000000000000000021e-02,-1.027468126267194748e-02
-1.055276381909547867e-01,1.000000000000000021e-02,-8.542570285499095917e-03
-9.547738693467333615e-02,1.000000000000000021e-02,-7.066997699439525604e-03
-8.542713567839199662e-02,1.000000000000000021e-02,-5.815300159156322479e-03
-7.537688442211054607e-02,1.000000000000000021e-02,-4.755410365760326385e-03
-6.532663316582909552e-02,1.000000000000000021e-02,-3.857645438984036446e-03
-5.527638190954775599e-02,1.000000000000000021e-02,-3.094348357990384102e-03
-4.522613065326630544e-02,1.000000000000000021e-02,-2.440485404804348946e-03
-3.517587939698496591e-02,1.000000000000000021e-02,-1.871976302936673164e-03
-2.512562814070351536e-02,1.000000000000000021e-02,-1.367363380268216133e-03
-1.507537688442206480e-02,1.000000000000000021e-02,-9.065002668648958206e-04
-5.025125628140725276e-03,1.000000000000000021e-02,-4.691213835030794144e-04
5.025125628140614253e-03,1.000000000000000021e-02,-3.734533675014972687e-05
1.507537688442206480e-02,1.000000000000000021e-02,4.080205690115690231e-04
2.512562814070351536e-02,1.000000000000000021e-02,8.855729829519987106e-04
3.517587939698496591e-02,1.000000000000000021e-02,1.413908554241061211e-03
4.522613065326641646e-02,1.000000000000000021e-02,2.013888908550143242e-03
5.527638190954764497e-02,1.000000000000000021e-02,2.706018043681979179e-03
6.532663316582909552e-02,1.000000000000000021e-02,3.512707306072115898e-03
7.537688442211054607e-02,1.000000000000000021e-02,4.458394832909107208e-03
8.542713567839199662e-02,1.000000000000000021e-02,5.568590946495532990e-03
9.547738693467344717e-02,1.000000000000000021e-02,6.871548481285572052e-03
1.055276381909548977e-01,1.000000000000000021e-02,8.395877666771411896e-03
1.155778894472361262e-01,1.000000000000000021e-02,1.017269212752580643e-02
1.256281407035175768e-01,1.000000000000000021e-02,1.223405916243791580e-02
1.356783919597990273e-01,1.000000000000000021e-02,1.461097318679094315e-02
1.457286432160804779e-01,1.000000000000000021e-02,1.733240112662315369e-02
1.557788944723619284e-01,1.000000000000000021e-02,2.042397484183311462e-02
1.658291457286431569e-01,1.000000000000000021e-02,2.390440925955772400e-02
1.758793969849246075e-01,1.000000000000000021e-02,2.778133377432823181e-02
1.859296482412060580e-01,1.000000000000000021e-02,3.204866871237754822e-02
1.959798994974875086e-01,1.000000000000000021e-02,3.668292984366416931e-02
2.060301507537689591e-01,1.000000000000000021e-02,4.164227470755577087e-02
2.160804020100501877e-01,1.000000000000000021e-02,4.686578735709190369e-02
2.261306532663316382e-01,1.000000000000000021e-02,5.227681621909141541e-02
2.361809045226130888e-01,1.000000000000000021e-02,5.778726562857627869e-02
2.462311557788945393e-01,1.000000000000000021e-02,6.330415606498718262e-02
2.562814070351759899e-01,1.000000000000000021e-02,6.873521208763122559e-02
2.663316582914572184e-01,1.000000000000000021e-02,7.399556040763854980e-02
2.763819095477386689e-01,1.000000000000000021e-02,7.900807261466979980e-02
2.864321608040201195e-01,1.000000000000000021e-02,8.370628952980041504e-02
2.964824120603015700e-01,1.000000000000000021e-02,8.803293108940124512e-02
3.065326633165830206e-01,1.000000000000000021e-02,9.193643927574157715e-02
3.165829145728642491e-01,1.000000000000000021e-02,9.536787867546081543e-02
3.266331658291456996e-01,1.000000000000000021e-02,9.827628731727600098e-02
3.366834170854271502e-01,1.000000000000000021e-02,1.006071269512176514e-01
3.467336683417086007e-01,1.000000000000000021e-02,1.022994220256805420e-01
3.567839195979900513e-01,1.000000000000000021e-02,1.032857596874237061e-01
3.668341708542712798e-01,1.000000000000000021e-02,1.034897267818450928e-01
3.768844221105527303e-01,1.000000000000000021e-02,1.028320491313934326e-01
3.869346733668341809e-01,1.000000000000000021e-02,1.012285053730010986e-01
3.969849246231156314e-01,1.000000000000000021e-02,9.859439730644226074e-02
4.070351758793970820e-01,1.000000000000000021e-02,9.485027194023132324e-02
4.170854271356783105e-01,1.000000000000000021e-02,8.992329239845275879e-02
4.271356783919597611e-01,1.000000000000000021e-02,8.374843001365661621e-02
4.371859296482412116e-01,1.000000000000000021e-02,7.627531886100769043e-02
4.472361809045226622e-01,1.000000000000000021e-02,6.746718287467956543e-02
4.572864321608041127e-01,1.000000000000000021e-02,5.730154737830162048e-02
4.673366834170853412e-01,1.000000000000000021e-02,4.576947912573814392e-02
4.773869346733667918e-01,1.000000000000000021e-02,3.287562355399131775e-02
4.874371859296482423e-01,1.000000000000000021e-02,1.863637194037437439e-02
4.974874371859296929e-01,1.000000000000000021e-02,3.076580120250582695e-03
5.075376884422111434e-01,1.000000000000000021e-02,-1.377031486481428146e-02
5.175879396984925940e-01,1.000000000000000021e-02,-3.186586871743202209e-02
5.276381909547738225e-01,1.000000000000000021e-02,-5.116549506783485413e-02
5.376884422110552730e-01,1.000000000000000021e-02,-7.162031531333923340e-02
5.477386934673367236e-01,1.000000000000000021e-02,-9.317693114280700684e-02
5.577889447236181741e-01,1.000000000000000021e-02,-1.157745420932769775e-01
5.678391959798996247e-01,1.000000000000000021e-02,-1.393449604511260986e-01
5.778894472361808532e-01,1.000000000000000021e-02,-1.638102233409881592e-01
5.879396984924623037e-01,1.000000000000000021e-02,-1.890796124935150146e-01
5.979899497487437543e-01,1.000000000000000021e-02,-2.150464355945587158e-01
6.080402010050252049e-01,1.000000000000000021e-02,-2.415876090526580811e-01
6.180904522613066554e-01,1.000000000000000021e-02,-2.685601413249969482e-01
6.281407035175878839e-01,1.000000000000000021e-02,-2.958016693592071533e-01
6.381909547738693345e-01,1.000000000000000021e-02,-3.231347501277923584e-01
6.482412060301507850e-01,1.000000000000000021e-02,-3.503679335117340088e-01
6.582914572864322356e-01,1.000000000000000021e-02,-3.773056566715240479e-01
6.683417085427136861e-01,1.000000000000000021e-02,-4.037496745586395264e-01
6.783919597989949146e-01,1.000000000000000021e-02,-4.295091032981872559e-01
6.884422110552763652e-01,1.000000000000000021e-02,-4.543996155261993408e-01
6.984924623115578157e-01,1.000000000000000021e-02,-4.782468080520629883e-01
7.085427135678392663e-01,1.000000000000000021e-02,-5.008827447891235352e-01
7.185929648241207168e-01,1.000000000000000021e-02,-5.221444964408874512e-01
7.286432160804019453e-01,1.000000000000000021e-02,-5.418713092803955078e-01
7.386934673366833959e-01,1.000000000000000021e-02,-5.598993897438049316e-01
7.487437185929648464e-01,1.000000000000000021e-02,-5.760653614997863770e-01
7.587939698492462970e-01,1.000000000000000021e-02,-5.902029871940612793e-01
7.688442211055277475e-01,1.000000000000000021e-02,-6.021471023559570312e-01
