-1	0	0.0161860026419163
-0.99	0	0.0519377626478672
-0.98	0	0.0852096378803253
-0.97	0	0.116059064865112
-0.96	0	0.144692778587341
-0.95	0	0.17141193151474
-0.94	0	0.196554005146027
-0.93	0	0.220449298620224
-0.92	0	0.243389964103699
-0.91	0	0.265607118606567
-0.9	0	0.287260562181473
-0.89	0	0.308432668447494
-0.88	0	0.329131633043289
-0.87	0	0.349298477172852
-0.86	0	0.36881548166275
-0.85	0	0.387517124414444
-0.84	0	0.405206739902496
-0.83	0	0.421665847301483
-0.82	0	0.436671048402786
-0.81	0	0.450002610683441
-0.8	0	0.461455672979355
-0.79	0	0.470847904682159
-0.78	0	0.478024780750275
-0.77	0	0.482865571975708
-0.76	0	0.485284686088562
-0.75	0	0.485234797000885
-0.74	0	0.482710301876068
-0.73	0	0.477744877338409
-0.72	0	0.470415472984314
-0.71	0	0.460837990045548
-0.7	0	0.449166238307953
-0.69	0	0.435587406158447
-0.68	0	0.420314937829971
-0.67	0	0.40358167886734
-0.66	0	0.385627925395966
-0.65	0	0.366694241762161
-0.64	0	0.347010225057602
-0.63	0	0.326788127422333
-0.62	0	0.306217908859253
-0.61	0	0.28546416759491
-0.6	0	0.26466703414917
-0.59	0	0.243944346904755
-0.58	0	0.223399579524994
-0.57	0	0.203121364116669
-0.56	0	0.183194279670715
-0.55	0	0.1636962890625
-0.54	0	0.144707262516022
-0.53	0	0.126306176185608
-0.52	0	0.108570992946625
-0.51	0	0.0915771126747131
-0.5	0	0.0753976702690125
-0.49	0	0.0600988306105137
-0.48	0	0.0457379259169102
-0.47	0	0.0323653258383274
-0.46	0	0.0200195349752903
-0.45	0	0.00873053446412087
-0.44	0	-0.00148272141814232
-0.43	0	-0.0106108747422695
-0.42	0	-0.0186536274850369
-0.41	0	-0.0256199203431606
-0.4	0	-0.0315273366868496
-0.39	0	-0.0364021025598049
-0.38	0	-0.0402789674699307
-0.37	0	-0.0432001911103725
-0.36	0	-0.0452181063592434
-0.35	0	-0.0463918410241604
-0.34	0	-0.0467897616326809
-0.33	0	-0.0464863143861294
-0.32	0	-0.0455632768571377
-0.31	0	-0.0441065989434719
-0.3	0	-0.042205210775137
-0.29	0	-0.039948757737875
-0.28	0	-0.0374251566827297
-0.27	0	-0.0347184501588345
-0.26	0	-0.0319059453904629
-0.25	0	-0.0290574990212917
-0.24	0	-0.0262324176728725
-0.23	0	-0.0234811268746853
-0.22	0	-0.0208434425294399
-0.21	0	-0.0183492265641689
-0.2	0	-0.016020055860281
-0.19	0	-0.0138693414628506
-0.18	0	-0.0119037590920925
-0.17	0	-0.0101245008409023
-0.16	0	-0.00853001698851585
-0.15	0	-0.0071139894425869
-0.14	0	-0.00586860999464989
-0.13	0	-0.00478428229689598
-0.12	0	-0.00385123118758202
-0.11	0	-0.00305735692381859
-0.1	0	-0.00239157304167747
-0.09	0	-0.00184136256575584
-0.08	0	-0.00139546021819115
-0.07	0	-0.00104087218642235
-0.06	0	-0.000765379518270493
-0.0499999999999999	0	-0.000555749982595444
-0.04	0	-0.000399228185415268
-0.03	0	-0.000281389802694321
-0.02	0	-0.000187870115041733
-0.01	0	-0.000103291124105454
0	0	-1.14403665065765E-05
0.01	0	0.000105682760477066
0.02	0	0.000266436487436295
0.03	0	0.000491324812173843
0.04	0	0.000801388174295425
0.05	0	0.00122017040848732
0.0600000000000001	0	0.00177276507019997
0.0700000000000001	0	0.00248361006379127
0.0800000000000001	0	0.00337958708405495
0.0900000000000001	0	0.00448716059327126
0.1	0	0.00583243742585182
0.11	0	0.0074390210211277
0.12	0	0.00932932272553444
0.13	0	0.0115201510488987
0.14	0	0.0140240229666233
0.15	0	0.0168452300131321
0.16	0	0.0199826993048191
0.17	0	0.0234242118895054
0.18	0	0.0271506942808628
0.19	0	0.0311340726912022
0.2	0	0.035338643938303
0.21	0	0.0397234596312046
0.22	0	0.044241551309824
0.23	0	0.0488426126539707
0.24	0	0.0534727610647678
0.25	0	0.058076623827219
0.26	0	0.0625937581062317
0.27	0	0.066961407661438
0.28	0	0.071109414100647
0.29	0	0.0749632716178894
0.3	0	0.0784422159194946
0.31	0	0.0814623832702637
0.32	0	0.0839374661445618
0.33	0	0.0857828855514526
0.34	0	0.0869181156158447
0.35	0	0.0872699618339539
0.36	0	0.0867741107940674
0.37	0	0.0853769183158875
0.38	0	0.083034873008728
0.39	0	0.0797140598297119
0.4	0	0.0753904581069946
0.41	0	0.0700460076332092
0.42	0	0.0636712908744812
0.43	0	0.0562590397894383
0.44	0	0.0478064455091953
0.45	0	0.0383121408522129
0.46	0	0.0277743376791477
0.47	0	0.0161897577345371
0.48	0	0.00355363264679909
0.49	0	-0.0101433359086514
0.5	0	-0.0249127112329006
0.51	0	-0.0407682023942471
0.52	0	-0.0577239952981472
0.53	0	-0.0757890343666077
0.54	0	-0.0949646830558777
0.55	0	-0.115234613418579
0.56	0	-0.136565327644348
0.57	0	-0.158894240856171
0.58	0	-0.182130098342896
0.59	0	-0.206152558326721
0.6	0	-0.230811327695847
0.61	0	-0.255933225154877
0.62	0	-0.281328797340393
0.63	0	-0.306797862052917
0.64	0	-0.332136482000351
0.65	0	-0.35714054107666
0.66	0	-0.381609052419662
0.67	0	-0.405342817306519
0.68	0	-0.428143531084061
0.69	0	-0.449813425540924
0.7	0	-0.470150887966156
0.71	0	-0.48895201086998
0.72	0	-0.506009817123413
0.73	0	-0.521116673946381
0.74	0	-0.534067034721375
0.75	0	-0.544660925865173
0.76	0	-0.552708625793457
0.77	0	-0.558030307292938
